"no","time","temperature","humidity"
150,11:3:7,32.6,54.9
151,11:3:8,32.6,54.6
152,11:3:9,32.6,55.1
153,11:3:10,32.6,54.8
154,11:3:11,32.6,54.9
155,11:3:12,32.6,54.5
156,11:3:13,32.6,55.1
157,11:3:14,32.7,54.8
158,11:3:15,32.7,55.1
159,11:3:16,32.7,55.0
160,11:3:17,32.7,55.1
161,11:3:18,32.7,55.0
162,11:3:19,32.7,54.9
163,11:3:20,32.7,55.0
164,11:3:21,32.8,55.0
165,11:3:22,32.8,54.7
166,11:3:23,32.9,55.2
167,11:3:24,33.0,52.9
168,11:3:25,32.8,54.8
169,11:3:26,32.8,54.8
170,11:3:27,32.9,53.9
171,11:3:28,32.9,53.3
172,11:3:29,32.8,54.7
173,11:3:30,33.0,54.5
174,11:3:31,32.8,54.1
175,11:3:32,32.9,54.6
176,11:3:33,32.8,54.1
177,11:3:34,32.9,54.3
178,11:3:35,32.9,54.2
179,11:3:36,32.9,54.4
180,11:3:37,32.9,54.2
181,11:3:38,32.9,54.3
182,11:3:39,33.0,54.4
183,11:3:40,33.0,54.1
184,11:3:41,33.0,54.4
185,11:3:42,33.1,54.5
186,11:3:43,33.0,54.5
187,11:3:44,33.1,54.4
188,11:3:45,33.1,54.2
189,11:3:46,33.2,54.2
190,11:3:47,33.3,53.8
191,11:3:48,33.1,54.5
192,11:3:49,33.2,54.7
193,11:3:50,33.2,54.1
194,11:3:51,33.1,56.0
195,11:3:52,33.0,54.0
196,11:3:53,33.2,54.0
197,11:3:54,33.2,54.2
198,11:3:55,33.2,53.2
199,11:3:56,33.3,54.1
200,11:3:57,33.2,54.0
201,11:3:58,33.2,54.2
202,11:3:59,33.3,54.1
203,11:4:0,33.2,54.1
204,11:4:1,33.4,53.7
205,11:4:2,33.3,53.9
206,11:4:3,33.2,53.8
207,11:4:4,33.3,53.6
208,11:4:5,33.3,53.8
209,11:4:6,33.4,53.3
210,11:4:7,33.3,53.1
211,11:4:8,33.4,53.2
212,11:4:9,33.2,53.4
213,11:4:10,33.5,53.4
214,11:4:11,33.4,53.4
215,11:4:12,33.5,53.5
216,11:4:13,33.2,52.6
217,11:4:14,33.5,52.6
218,11:4:15,33.5,53.0
219,11:4:16,33.6,52.8
220,11:4:17,33.5,53.0
221,11:4:18,33.6,53.6
222,11:4:19,33.5,53.4
223,11:4:20,33.5,52.9
224,11:4:21,33.6,53.3
225,11:4:22,33.5,53.8
226,11:4:23,33.7,53.2
227,11:4:24,33.6,53.0
228,11:4:25,33.6,52.8
229,11:4:26,33.6,53.0
230,11:4:27,33.6,52.6
231,11:4:28,33.7,52.4
232,11:4:29,33.6,52.5
233,11:4:30,33.6,52.2
234,11:4:31,33.7,52.1
235,11:4:32,33.6,51.8
236,11:4:33,33.7,52.1
237,11:4:34,33.8,51.9
238,11:4:35,33.8,51.8
239,11:4:36,33.6,51.8
240,11:4:37,33.6,51.9
241,11:4:38,33.8,52.5
242,11:4:39,33.7,51.7
243,11:4:40,33.8,51.5
244,11:4:41,33.8,52.3
245,11:4:42,33.7,51.0
246,11:4:43,33.8,51.3
247,11:4:44,33.9,51.6
248,11:4:45,33.9,51.6
249,11:4:46,33.8,51.9
250,11:4:47,33.8,51.7
251,11:4:48,33.9,51.9
252,11:4:49,33.9,51.6
253,11:4:50,33.9,51.4
254,11:4:51,33.9,51.6
255,11:4:52,33.9,51.5
256,11:4:53,33.9,51.6
257,11:4:54,34.0,51.8
258,11:4:55,33.9,51.8
259,11:4:56,34.0,51.7
260,11:4:57,33.7,51.5
261,11:4:58,34.0,51.8
262,11:4:59,34.0,51.9
263,11:5:0,34.1,52.7
264,11:5:1,34.1,51.3
265,11:5:2,34.0,51.5
266,11:5:4,34.1,51.8
267,11:5:5,34.0,51.8
268,11:5:6,34.0,51.4
269,11:5:7,34.0,51.5
270,11:5:8,33.9,51.3
271,11:5:9,34.1,51.5
272,11:5:10,34.1,51.6
273,11:5:11,34.1,51.3
274,11:5:12,34.0,51.2
275,11:5:13,34.1,50.8
276,11:5:14,34.1,51.6
277,11:5:15,34.1,51.7
278,11:5:16,34.1,52.0
279,11:5:17,34.2,51.6
280,11:5:18,34.2,51.7
281,11:5:19,34.2,51.6
282,11:5:20,34.1,51.5
283,11:5:21,34.1,51.0
284,11:5:22,34.3,51.2
285,11:5:23,34.3,51.1
286,11:5:24,34.2,52.6
287,11:5:25,34.4,50.8
288,11:5:26,34.4,51.6
289,11:5:27,34.3,51.5
290,11:5:28,34.2,51.7
291,11:5:29,34.4,51.2
292,11:5:30,34.3,51.5
293,11:5:31,34.4,51.5
294,11:5:32,34.4,51.9
295,11:5:33,34.4,51.6
296,11:5:34,34.3,51.7
297,11:5:35,34.4,51.6
298,11:5:36,34.4,52.0
299,11:5:37,34.4,52.2
300,11:5:38,34.4,52.6
301,11:5:39,34.4,52.7
302,11:5:40,34.5,52.4
303,11:5:41,34.5,52.3
304,11:5:42,34.5,52.5
305,11:5:43,34.6,51.2
306,11:5:44,34.5,52.0
307,11:5:45,34.4,51.6
308,11:5:46,34.5,51.3
309,11:5:47,34.5,51.5
310,11:5:48,34.5,51.0
311,11:5:49,34.5,51.1
312,11:5:50,34.5,51.3
313,11:5:51,34.5,51.0
314,11:5:52,34.6,51.3
315,11:5:53,34.6,51.1
316,11:5:54,34.6,51.0
317,11:5:55,34.6,51.5
318,11:5:56,34.7,51.2
319,11:5:57,34.6,51.2
320,11:5:58,34.7,51.4
321,11:5:59,34.7,51.5
322,11:6:0,34.7,51.6
323,11:6:1,34.6,51.1
324,11:6:2,34.8,52.7
325,11:6:3,34.7,50.5
326,11:6:4,34.6,51.2
327,11:6:5,34.7,51.1
328,11:6:6,34.7,51.6
329,11:6:7,34.6,49.7
330,11:6:8,34.8,51.1
331,11:6:9,34.8,51.4
332,11:6:10,34.8,51.3
333,11:6:11,34.7,51.0
334,11:6:12,34.7,51.1
335,11:6:13,34.7,51.0
336,11:6:14,34.8,51.3
337,11:6:15,34.8,51.5
338,11:6:16,34.7,51.4
339,11:6:17,34.7,51.6
340,11:6:18,34.6,51.4
341,11:6:19,34.9,51.3
342,11:6:20,34.7,51.2
343,11:6:21,34.9,49.6
344,11:6:22,34.9,49.8
345,11:6:23,35.0,51.1
346,11:6:24,34.8,51.6
347,11:6:25,34.8,51.4
348,11:6:26,34.8,51.5
349,11:6:27,34.9,51.3
350,11:6:28,35.0,51.3
351,11:6:29,34.9,51.0
352,11:6:30,34.9,50.8
353,11:6:31,34.9,50.8
354,11:6:32,34.8,50.6
355,11:6:33,35.0,50.9
356,11:6:34,35.0,50.8
357,11:6:35,35.0,50.7
358,11:6:36,34.9,50.7
359,11:6:37,35.1,51.7
360,11:6:38,35.0,50.3
361,11:6:39,34.9,50.2
362,11:6:40,34.9,50.2
363,11:6:41,35.0,51.0
364,11:6:42,34.9,50.2
365,11:6:43,35.0,50.6
366,11:6:44,34.9,50.7
367,11:6:45,35.0,50.5
368,11:6:46,35.0,50.5
369,11:6:47,35.2,50.3
370,11:6:48,35.0,50.6
371,11:6:49,35.1,50.4
372,11:6:50,35.0,50.4
373,11:6:51,35.1,50.0
374,11:6:52,35.1,50.4
375,11:6:53,35.1,50.1
376,11:6:54,35.1,50.4
377,11:6:55,35.1,50.0
378,11:6:56,35.1,51.7
379,11:6:57,35.1,51.0
380,11:6:58,35.1,49.9
381,11:6:59,35.2,50.2
382,11:7:0,35.1,49.2
383,11:7:1,35.3,49.7
384,11:7:2,35.2,49.7
385,11:7:3,35.2,49.4
386,11:7:4,35.2,49.2
387,11:7:5,35.2,49.4
388,11:7:6,35.2,49.2
389,11:7:7,35.1,49.5
390,11:7:8,35.2,49.5
391,11:7:9,35.3,49.3
392,11:7:10,35.1,49.1
393,11:7:11,35.4,49.6
394,11:7:12,35.2,49.0
395,11:7:13,35.2,49.0
396,11:7:14,35.2,48.9
397,11:7:15,35.2,49.0
398,11:7:16,35.3,48.4
399,11:7:17,35.4,49.1
400,11:7:18,35.3,49.0
401,11:7:19,35.4,49.2
402,11:7:20,35.3,49.0
403,11:7:21,35.3,49.0
404,11:7:22,35.3,49.0
405,11:7:23,35.4,49.2
406,11:7:24,35.3,49.0
407,11:7:25,35.2,48.8
408,11:7:26,35.3,48.9
409,11:7:27,35.4,49.4
410,11:7:28,35.4,49.1
411,11:7:29,35.4,48.3
412,11:7:30,35.4,48.2
413,11:7:31,35.4,51.1
414,11:7:32,35.5,49.4
415,11:7:33,35.4,49.3
416,11:7:34,35.4,49.3
417,11:7:35,35.5,49.0
418,11:7:36,35.4,49.1
419,11:7:37,35.4,49.0
420,11:7:38,35.5,49.2
421,11:7:39,35.5,49.0
422,11:7:40,35.5,48.8
423,11:7:41,35.4,48.6
424,11:7:42,35.5,49.2
425,11:7:43,35.6,48.9
426,11:7:44,35.6,49.4
427,11:7:45,35.6,47.9
428,11:7:46,35.6,49.2
429,11:7:47,35.4,49.8
430,11:7:48,35.6,49.6
431,11:7:49,35.6,50.4
432,11:7:50,35.5,48.8
433,11:7:51,35.5,49.3
434,11:7:52,35.6,49.4
435,11:7:53,35.6,48.9
436,11:7:54,35.6,49.5
437,11:7:55,35.6,49.4
438,11:7:56,35.5,49.4
439,11:7:57,35.6,49.2
440,11:7:58,35.6,49.1
441,11:7:59,35.6,49.3
442,11:8:0,35.6,49.1
443,11:8:1,35.7,49.1
444,11:8:2,35.6,48.8
445,11:8:3,35.5,50.6
446,11:8:4,35.5,49.1
447,11:8:5,35.7,49.2
448,11:8:6,35.6,48.9
449,11:8:7,35.7,48.8
450,11:8:8,35.7,49.1
451,11:8:9,35.6,48.5
452,11:8:11,35.6,48.4
453,11:8:12,35.7,48.7
454,11:8:13,35.7,48.7
455,11:8:14,35.7,48.9
456,11:8:15,35.7,48.8
457,11:8:16,35.8,48.8
458,11:8:17,35.7,48.5
459,11:8:18,35.7,48.4
460,11:8:19,35.7,48.6
461,11:8:20,35.8,48.4
462,11:8:21,35.6,46.9
463,11:8:22,35.7,48.6
464,11:8:23,35.8,48.7
465,11:8:24,35.8,48.5
466,11:8:25,35.8,48.2
467,11:8:26,35.8,48.3
468,11:8:27,35.7,48.0
469,11:8:28,35.8,47.1
470,11:8:29,35.8,49.1
471,11:8:30,35.8,48.3
472,11:8:31,35.7,48.3
473,11:8:32,35.8,47.7
474,11:8:33,35.8,48.7
475,11:8:34,35.8,48.5
476,11:8:35,35.8,48.4
477,11:8:36,35.9,48.9
478,11:8:37,35.8,48.5
479,11:8:38,35.9,48.7
480,11:8:39,35.8,48.5
481,11:8:40,35.9,48.9
482,11:8:41,35.9,48.7
483,11:8:42,35.9,49.0
484,11:8:43,36.0,48.8
485,11:8:44,36.0,48.9
486,11:8:45,35.9,49.0
487,11:8:46,36.0,48.6
488,11:8:47,35.6,48.9
489,11:8:48,35.8,48.8
490,11:8:49,36.0,49.3
491,11:8:50,36.0,49.6
492,11:8:51,36.0,51.1
493,11:8:52,36.0,49.4
494,11:8:53,36.0,49.9
495,11:8:54,36.0,50.2
496,11:8:55,36.0,51.3
497,11:8:56,36.1,50.1
498,11:8:57,36.0,50.3
499,11:8:58,36.0,50.0
500,11:8:59,36.0,49.9
501,11:9:0,36.0,49.9
502,11:9:1,36.0,50.3
503,11:9:2,36.0,50.4
504,11:9:3,36.1,50.7
505,11:9:4,36.0,50.4
506,11:9:5,36.1,50.3
507,11:9:6,36.0,50.5
508,11:9:7,35.9,50.9
509,11:9:8,36.1,50.6
510,11:9:9,36.0,50.2
511,11:9:10,36.0,51.3
512,11:9:11,36.0,50.9
513,11:9:12,36.1,50.0
514,11:9:13,36.1,50.1
515,11:9:14,36.2,50.0
516,11:9:15,36.1,50.1
517,11:9:16,36.1,50.3
518,11:9:17,36.0,50.3
519,11:9:18,36.2,49.9
520,11:9:19,36.1,49.9
521,11:9:20,36.2,49.8
522,11:9:21,36.3,49.8
523,11:9:22,35.9,49.2
524,11:9:23,36.2,49.6
525,11:9:24,36.2,49.5
526,11:9:25,36.3,50.5
527,11:9:26,36.2,50.3
528,11:9:27,36.2,49.4
529,11:9:28,36.2,49.3
530,11:9:29,36.2,50.9
531,11:9:30,36.3,49.6
532,11:9:31,36.2,49.8
533,11:9:32,36.3,49.9
534,11:9:33,36.2,49.7
535,11:9:34,36.3,49.9
536,11:9:35,36.3,49.8
537,11:9:36,36.2,50.1
538,11:9:37,36.2,50.2
539,11:9:38,36.2,50.0
540,11:9:39,36.2,50.1
541,11:9:40,36.4,50.3
542,11:9:41,36.4,49.9
543,11:9:42,36.3,50.4
544,11:9:43,36.3,50.1
545,11:9:44,36.4,51.3
546,11:9:45,36.3,50.7
547,11:9:46,36.2,49.6
548,11:9:47,36.4,49.6
549,11:9:48,36.4,50.4
550,11:9:49,36.4,50.1
551,11:9:50,36.5,50.3
552,11:9:51,36.4,50.2
553,11:9:52,36.3,50.4
554,11:9:53,36.4,50.2
555,11:9:54,36.3,50.1
556,11:9:55,36.4,50.0
557,11:9:56,36.4,50.0
558,11:9:57,36.3,49.6
559,11:9:58,36.5,49.5
560,11:9:59,36.3,49.3
561,11:10:0,36.5,49.1
562,11:10:1,36.3,49.2
563,11:10:2,36.6,49.3
564,11:10:3,36.4,47.8
565,11:10:4,36.5,49.7
566,11:10:5,36.5,52.3
567,11:10:6,36.5,49.5
568,11:10:7,36.4,49.0
569,11:10:8,36.5,49.1
570,11:10:9,36.6,49.0
571,11:10:10,36.5,48.9
572,11:10:11,36.4,48.9
573,11:10:12,36.4,48.7
574,11:10:13,36.6,49.0
575,11:10:14,36.5,48.7
576,11:10:15,36.5,49.0
577,11:10:16,36.5,48.7
578,11:10:17,36.6,48.6
579,11:10:18,36.5,47.3
580,11:10:19,36.5,49.5
581,11:10:20,36.5,48.3
582,11:10:21,36.5,48.5
583,11:10:22,36.5,48.3
584,11:10:23,36.5,48.3
585,11:10:24,36.5,48.2
586,11:10:25,36.5,48.5
587,11:10:26,36.6,48.7
588,11:10:27,36.5,49.0
589,11:10:28,36.5,49.0
590,11:10:29,36.6,48.7
591,11:10:30,36.5,48.5
592,11:10:31,36.6,48.4
593,11:10:32,36.6,48.1
594,11:10:33,36.4,48.2
595,11:10:34,36.4,48.6
596,11:10:35,36.6,48.5
597,11:10:36,36.6,48.3
598,11:10:37,36.6,49.2
599,11:10:38,36.5,49.9
600,11:10:39,36.6,48.7
601,11:10:40,36.7,48.3
602,11:10:41,36.5,48.2
603,11:10:42,36.7,48.4
604,11:10:43,36.6,47.9
605,11:10:44,36.7,48.1
606,11:10:45,36.6,48.3
607,11:10:46,36.7,48.0
608,11:10:47,36.6,48.3
609,11:10:48,36.6,48.2
610,11:10:49,36.8,48.1
611,11:10:50,36.8,48.0
612,11:10:51,36.5,47.8
613,11:10:52,36.5,47.2
614,11:10:53,36.7,48.2
615,11:10:54,36.7,48.3
616,11:10:55,36.6,47.6
617,11:10:56,36.6,47.2
618,11:10:57,36.7,47.6
619,11:10:58,36.7,47.2
620,11:10:59,36.7,47.5
621,11:11:0,36.7,47.5
622,11:11:1,36.8,47.7
623,11:11:2,36.7,47.9
624,11:11:3,36.6,47.8
625,11:11:4,36.7,48.0
626,11:11:5,36.7,47.6
627,11:11:6,36.7,48.0
628,11:11:7,36.5,47.7
629,11:11:8,36.7,47.4
630,11:11:9,36.8,47.8
631,11:11:10,36.8,47.9
632,11:11:11,36.8,48.7
633,11:11:12,36.8,47.8
634,11:11:13,36.8,49.3
635,11:11:14,36.8,48.3
636,11:11:15,36.7,48.2
637,11:11:16,36.8,48.4
638,11:11:18,36.8,48.2
639,11:11:19,36.9,48.2
640,11:11:20,36.9,48.3
641,11:11:21,36.8,48.3
642,11:11:22,36.7,48.4
643,11:11:23,36.7,48.3
644,11:11:24,36.8,48.1
645,11:11:25,36.8,48.3
646,11:11:26,36.8,48.2
647,11:11:27,36.8,48.1
648,11:11:28,36.7,47.9
649,11:11:29,36.9,48.0
650,11:11:30,36.7,48.2
651,11:11:31,36.8,47.6
652,11:11:32,36.8,49.4
653,11:11:33,36.9,47.5
654,11:11:34,36.9,48.6
655,11:11:35,36.8,48.6
656,11:11:36,36.9,48.3
657,11:11:37,36.8,48.2
658,11:11:38,36.9,48.6
659,11:11:39,36.8,48.5
660,11:11:40,36.9,48.7
661,11:11:41,36.8,48.5
662,11:11:42,37.0,48.4
663,11:11:43,36.9,48.4
664,11:11:44,36.9,48.5
665,11:11:45,36.9,48.3
666,11:11:46,37.0,48.2
667,11:11:47,36.9,48.3
668,11:11:48,36.9,47.5
669,11:11:49,36.9,48.1
670,11:11:50,36.8,48.2
671,11:11:51,36.9,48.6
672,11:11:52,37.0,49.1
673,11:11:53,36.9,48.5
674,11:11:54,37.0,48.5
675,11:11:55,36.9,46.4
676,11:11:56,37.0,47.7
677,11:11:57,37.0,48.1
678,11:11:58,36.9,48.4
679,11:11:59,37.0,48.0
680,11:12:0,37.0,48.2
681,11:12:1,37.0,47.9
682,11:12:2,37.0,48.2
683,11:12:3,37.0,48.3
684,11:12:4,37.1,48.1
685,11:12:5,37.0,48.8
686,11:12:6,36.9,48.1
687,11:12:7,36.9,48.2
688,11:12:8,37.0,48.5
689,11:12:9,37.0,48.2
690,11:12:10,37.3,48.5
691,11:12:11,37.2,49.6
692,11:12:12,37.1,48.6
693,11:12:13,37.0,48.5
694,11:12:14,37.1,48.8
695,11:12:15,37.0,48.4
696,11:12:16,37.0,48.3
697,11:12:17,37.1,48.5
698,11:12:18,37.3,48.1
699,11:12:19,37.1,48.5
700,11:12:20,37.1,48.2
701,11:12:21,37.1,48.3
702,11:12:22,37.0,48.4
703,11:12:23,37.1,47.9
704,11:12:24,37.1,47.6
705,11:12:25,37.1,47.5
706,11:12:26,37.0,47.6
707,11:12:27,37.0,47.5
708,11:12:28,37.2,47.3
709,11:12:29,37.2,47.4
710,11:12:30,37.1,47.7
711,11:12:31,37.2,47.5
712,11:12:32,37.2,47.5
713,11:12:33,37.2,46.7
714,11:12:34,37.2,46.2
715,11:12:35,37.2,47.1
716,11:12:36,37.2,47.5
717,11:12:37,37.1,49.1
718,11:12:38,37.2,46.6
719,11:12:39,37.3,47.5
720,11:12:40,37.2,48.1
721,11:12:41,37.2,48.0
722,11:12:42,37.2,48.2
723,11:12:43,37.1,48.2
724,11:12:44,37.3,47.6
725,11:12:45,37.3,47.8
726,11:12:46,37.2,47.4
727,11:12:47,37.1,47.1
728,11:12:48,37.2,47.2
729,11:12:49,37.1,47.0
730,11:12:50,37.3,46.9
731,11:12:51,37.2,47.3
732,11:12:52,37.3,47.0
733,11:12:53,37.3,47.7
734,11:12:54,37.2,46.9
735,11:12:55,37.3,46.9
736,11:12:56,37.4,48.0
737,11:12:57,37.4,48.1
738,11:12:58,37.2,46.3
739,11:12:59,37.3,46.9
740,11:13:0,37.3,46.5
741,11:13:1,37.2,47.4
742,11:13:2,37.3,47.1
743,11:13:3,37.3,46.9
744,11:13:4,37.3,47.1
745,11:13:5,37.3,46.4
746,11:13:6,37.3,46.5
747,11:13:7,37.2,46.6
748,11:13:8,37.2,46.6
749,11:13:9,37.4,46.6
750,11:13:10,37.3,46.6
751,11:13:11,37.4,46.9
752,11:13:12,37.4,46.7
753,11:13:13,37.4,47.0
754,11:13:14,37.4,47.0
755,11:13:15,37.5,47.2
756,11:13:16,37.1,47.5
757,11:13:17,37.1,46.4
758,11:13:18,37.4,47.4
759,11:13:19,37.4,47.0
760,11:13:20,37.3,46.0
761,11:13:21,37.4,45.8
762,11:13:22,37.5,47.3
763,11:13:23,37.3,47.2
764,11:13:24,37.3,48.1
765,11:13:25,37.4,46.9
766,11:13:26,37.3,47.0
767,11:13:27,37.5,46.9
768,11:13:28,37.4,46.8
769,11:13:29,37.5,46.9
770,11:13:30,37.4,47.1
771,11:13:31,37.3,47.1
772,11:13:32,37.4,44.6
773,11:13:33,37.4,46.4
774,11:13:34,37.4,46.5
775,11:13:35,37.4,46.8
776,11:13:36,37.5,46.7
777,11:13:37,37.4,46.6
778,11:13:38,37.4,46.9
779,11:13:39,37.5,46.8
780,11:13:40,37.5,47.9
781,11:13:41,37.4,46.4
782,11:13:42,37.4,47.0
783,11:13:43,37.4,45.6
784,11:13:44,37.4,44.5
785,11:13:45,37.5,46.7
786,11:13:46,37.5,46.8
787,11:13:47,37.4,47.5
788,11:13:48,37.5,46.3
789,11:13:49,37.6,46.9
790,11:13:50,37.4,46.9
791,11:13:51,37.5,46.9
792,11:13:52,37.5,46.5
793,11:13:53,37.5,46.9
794,11:13:54,37.5,46.9
795,11:13:55,37.5,47.1
796,11:13:56,37.5,47.4
797,11:13:57,37.4,47.4
798,11:13:58,37.6,46.8
799,11:13:59,37.5,46.8
800,11:14:0,37.6,46.8
801,11:14:1,37.4,46.6
802,11:14:2,37.5,46.7
803,11:14:3,37.3,46.4
804,11:14:4,37.4,46.3
805,11:14:5,37.6,46.2
806,11:14:6,37.5,46.2
807,11:14:7,37.5,46.3
808,11:14:8,37.5,45.8
809,11:14:9,37.5,46.4
810,11:14:10,37.5,46.1
811,11:14:11,37.5,44.6
812,11:14:12,37.6,46.5
813,11:14:13,37.5,45.8
814,11:14:14,37.6,46.1
815,11:14:15,37.6,46.3
816,11:14:16,37.6,46.2
817,11:14:17,37.5,45.9
818,11:14:18,37.6,45.9
819,11:14:19,37.6,46.0
820,11:14:20,37.5,45.8
821,11:14:21,37.5,45.6
822,11:14:22,37.6,45.4
823,11:14:23,37.5,45.2
824,11:14:25,37.5,45.4
825,11:14:26,37.5,45.3
826,11:14:27,37.7,45.2
827,11:14:28,37.4,45.1
828,11:14:29,37.5,45.1
829,11:14:30,37.5,45.1
830,11:14:31,37.5,43.7
831,11:14:32,37.6,44.0
832,11:14:33,37.5,45.4
833,11:14:34,37.6,45.6
834,11:14:35,37.6,44.8
835,11:14:36,37.7,46.3
836,11:14:37,37.5,45.7
837,11:14:38,37.7,45.6
838,11:14:39,37.6,45.7
839,11:14:40,37.6,45.6
840,11:14:41,37.6,46.2
841,11:14:42,37.7,46.3
842,11:14:43,37.6,46.3
843,11:14:44,37.6,46.2
844,11:14:45,37.6,46.9
845,11:14:46,37.5,46.4
846,11:14:47,37.8,46.6
847,11:14:48,37.7,46.7
848,11:14:49,37.7,46.3
849,11:14:50,37.5,46.2
850,11:14:51,37.8,47.3
851,11:14:52,37.7,46.1
852,11:14:53,37.7,46.1
853,11:14:54,37.7,45.5
854,11:14:55,37.7,46.0
855,11:14:56,37.8,46.5
856,11:14:57,37.8,46.7
857,11:14:58,37.7,46.5
858,11:14:59,37.8,47.6
859,11:15:0,37.7,47.3
860,11:15:1,37.6,47.2
861,11:15:2,37.7,46.1
862,11:15:3,37.6,46.7
863,11:15:4,37.8,47.0
864,11:15:5,37.7,46.6
865,11:15:6,37.6,46.7
866,11:15:7,37.7,46.5
867,11:15:8,37.7,46.4
868,11:15:9,37.6,46.0
869,11:15:10,37.7,45.9
870,11:15:11,37.6,46.0
871,11:15:12,37.7,45.8
872,11:15:13,37.8,45.7
